date_pub,ccaa,Personas con al menos 1 dosis >=80 años,Población INE>=80 años,%,Personas con al menos 1 dosis 70-79 años,Población INE70-79 años,%.1,Personas con al menos 1 dosis 60-69 años,Población INE60-69 años,%.2,Personas con al menos 1 dosis 50-59 años,Población INE50-59 años,%.3,Personas con al menos 1 dosis 25-49 años,Población INE25-49 años,%.4,18-24 años,Población INE18-24 años,%.5,16-17 años,Población INE16-17 años,%.6,Total Personas con al menos 1 dosis,Total Población INE Población a Vacunar (1),% Con al menos 1 dosis sobre Población a Vacunar INE,source_name,source
20/4/21,Total España,2799888,2834024,0.9879549361614439,1798887,3960045,0.45425923190266776,2054922,5336986,0.3850341747195889,891724,7033306,0.12678589556603964,1864992,16706113,0.11163530379568246,177072,3310299,0.05349124051936094,1428,949049,0.001504664142736571,9588913,40129822,0.2389473095594593,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210420.ods
21/4/21,Andalucía,420295,413516,1.0163935615550548,392644,650381,0.6037138231282895,356041,916147,0.3886286807684793,149195,1265021,0.11793875358590886,332516,3009381,0.11049315457231902,29037,625846,0.04639639783588934,293,181921,0.0016105892118007266,1680021,7062213,0.23788874677101923,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Aragón,98309,98807,0.9949598712641817,60971,118955,0.5125551679206423,55157,156367,0.35274066778796037,27264,198266,0.13751223104314406,50824,446083,0.11393395399510853,5822,89180,0.0652836958959408,30,25106,0.0011949334820361666,298377,1132764,0.2634061463817706,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Asturias ,86165,87826,0.9810876050372327,65337,109249,0.5980558174445533,62139,149652,0.41522331809798735,22654,162645,0.13928494574072367,33706,322095,0.10464614477095267,3384,54179,0.06245962457778844,36,15563,0.0023131786930540386,273421,901209,0.3033935524390014,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Baleares,48175,49542,0.9724072504137903,36823,80516,0.4573376720155,50147,117231,0.4277622813078452,20835,165797,0.12566572374650928,42857,464054,0.0923534761040741,3726,85839,0.0434068430433719,33,23300,0.0014163090128755365,202596,986279,0.20541449224813668,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Canarias,83921,90236,0.9300168447182943,77210,154531,0.49964084876173714,115716,235092,0.4922158133836966,29362,350512,0.08376888665723285,67599,832411,0.08120868176898191,5987,163899,0.036528593829126474,47,44352,0.0010597041847041847,379842,1871033,0.20301191908427055,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Cantabria,39315,41042,0.9579211539398664,27948,53066,0.5266649078506012,21137,77345,0.27328204796690153,11319,89964,0.12581699346405228,22628,194241,0.11649445791568207,1572,34935,0.044997853155860884,5,10791,0.0004633490872022982,123924,501384,0.2471638504619214,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Castilla y Leon,224303,223657,1.0028883513594478,122981,245410,0.501124648547329,114836,318575,0.36046770776112375,56611,381175,0.1485170853282613,89090,738950,0.12056296095811625,7829,144422,0.054209192505296974,97,40684,0.0023842296725985644,615747,2092873,0.29421135443956703,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Castilla - La Mancha,133514,135194,0.987573413021288,62722,159101,0.3942275661372336,83913,218444,0.38413964219662705,45700,307478,0.14862851976401564,75441,707865,0.1065754063274777,6128,149518,0.04098503190251341,94,42364,0.0022188650741195356,407512,1719964,0.23693054040665967,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Cataluña,438117,447196,0.979697940053131,280460,635292,0.44146628636910273,424499,837584,0.5068136449597891,135660,1091780,0.12425580245104326,297213,2803626,0.10601021676928378,36103,556316,0.06489656957556497,329,159864,0.002057999299404494,1612381,6531658,0.2468563112153147,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,C. Valenciana,286255,276531,1.0351642311350264,232982,437862,0.532090019229803,194973,580728,0.33573893457866677,91149,752334,0.1211549657465966,200846,1765967,0.11373145704308178,17620,352834,0.04993849799055647,118,103049,0.0011450863181593223,1023943,4269305,0.23983833434247495,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Extremadura,76601,76005,1.0078415893691204,57317,91876,0.6238517131786321,55058,125297,0.43941993822677317,23572,169216,0.13930124810892586,42561,351778,0.12098823689940814,2249,76088,0.029557880349069497,50,20953,0.0023862931322483653,257408,911213,0.2824893850285279,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Galicia,226690,234302,0.9675120144087546,182656,289762,0.6303656103974986,104030,346927,0.2998613541177251,66355,405889,0.16348065604143006,97029,889004,0.10914349091792613,5133,152745,0.03360502798782284,11,44014,0.0002499204798473213,681904,2362643,0.28861914389943805,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,La Rioja,22521,22207,1.014139685684694,14629,28125,0.5201422222222222,16084,37718,0.426427700302243,6811,47664,0.1428961060758644,13123,107618,0.12194056756304707,1291,21170,0.06098252243741143,9,6286,0.0014317531021317213,74468,270788,0.27500480080358064,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Madrid,356699,364122,0.9796139755356721,236814,526081,0.45014741075994,298887,703323,0.424964063453065,109836,972783,0.11290904549113215,273466,2513737,0.10878862824551654,22856,479716,0.04764485654011957,182,135861,0.0013396044486644438,1298740,5695623,0.22802422140650813,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Murcia,69199,69771,0.9918017514440097,48174,102899,0.46816781504193433,44619,146909,0.3037186285387553,25343,213256,0.11883839141688862,58456,551265,0.10603974495025079,7043,118667,0.05935095687933461,106,34712,0.0030536990089882463,252940,1237479,0.2043994281923168,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Navarra,40718,41166,0.9891172326677355,28636,55792,0.5132635503297964,26998,73844,0.3656085802502573,13701,96694,0.14169441744058578,26200,223028,0.11747403913409975,3284,48505,0.06770436037521906,5,13906,0.00035955702574428305,139542,552935,0.25236601047139356,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,País Vasco,155171,157950,0.9824058246280468,67924,213081,0.318770796082241,92762,280119,0.33115211749292267,50540,339977,0.14865711504013507,93663,724849,0.12921725766332023,12005,140323,0.08555261788872814,8,41824,0.00019127773527161438,472073,1898123,0.24870516821091151,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Ceuta,2245,2605,0.8618042226487524,3323,4318,0.769569245020843,2810,7857,0.35764286623393154,1824,11556,0.15784008307372793,3572,30066,0.11880529501762789,297,7581,0.03917688959240206,0,2175,0.0,14071,66158,0.2126878079748481,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Melilla,1743,2349,0.7420178799489144,2613,3748,0.6971718249733191,3299,7827,0.4214897150887952,1556,11299,0.13771130188512257,3261,30095,0.1083568699119455,195,8536,0.022844423617619493,6,2324,0.0025817555938037868,12673,66178,0.19149868536371603,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Fuerzas Armadas,25,-,-,10,-,-,2900,-,-,7866,-,-,47530,-,-,6289,-,-,0,-,-,64620,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
21/4/21,Total España,2809981,2834024,0.9915163033199437,2002174,3960045,0.5055937495659771,2126005,5336986,0.3983531154100835,897153,7033306,0.12755779430043282,1871581,16706113,0.11202971032220362,177850,3310299,0.05372626460630898,1459,949049,0.001537328420344998,9886203,40129822,0.24635551585551513,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210421.ods
22/4/21,Andalucía,420965,413516,1.0180138132502732,419276,650381,0.6446621288137261,366426,916147,0.3999641978852739,149699,1265021,0.11833716594428077,333161,3009381,0.11070748436306337,29116,625846,0.046522626972130526,303,181921,0.0016655581268792499,1718946,7062213,0.24340047517683197,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Aragón,98626,98807,0.99816814598156,74696,118955,0.6279349333781682,58650,156367,0.37507914073941434,27463,198266,0.13851593314032662,51018,446083,0.11436885063990333,5836,89180,0.06544068176721238,32,25106,0.0012745957141719112,316321,1132764,0.2792470452803938,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Asturias ,86268,87826,0.9822603784756222,68563,109249,0.6275846918507263,63852,149652,0.4266698741079304,23350,162645,0.1435642042485167,34834,322095,0.10814821714090564,3473,54179,0.06410232747005297,36,15563,0.0023131786930540386,280376,901209,0.31111096316170833,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Baleares,48359,49542,0.9761212708409027,40252,80516,0.49992548064980874,51620,117231,0.44032721720364065,20907,165797,0.12609998974649722,42922,464054,0.09249354600973163,3727,85839,0.0434184927597013,33,23300,0.0014163090128755365,207820,986279,0.21071116793523942,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Canarias,84468,90236,0.9360787268939226,83079,154531,0.5376202833088507,119379,235092,0.5077969475779694,29618,350512,0.08449924681608618,67815,832411,0.08146816896941535,6005,163899,0.036638417562035154,47,44352,0.0010597041847041847,390411,1871033,0.20866067033558466,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Cantabria,39438,41042,0.9609180839140393,29096,53066,0.5482983454566012,23052,77345,0.29804124377787833,11375,89964,0.1264394646747588,22685,194241,0.11678790780525224,1576,34935,0.045112351509947045,5,10791,0.0004633490872022982,127227,501384,0.2537516155282179,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Castilla y Leon,224886,223657,1.0054950213943672,143235,245410,0.5836559227415345,118869,318575,0.37312720709409086,56797,381175,0.1490050501738047,89272,738950,0.1208092563772921,7858,144422,0.054409992937364114,97,40684,0.0023842296725985644,641014,2092873,0.3062842322491618,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Castilla - La Mancha,134156,135194,0.9923221444738671,76672,159101,0.4819077189961094,86001,218444,0.3936981560491476,45940,307478,0.1494090634126669,75703,707865,0.10694553339973017,6181,149518,0.04133950427373293,99,42364,0.002336889812104617,424752,1719964,0.24695400601407935,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Cataluña,439426,447196,0.9826250682027567,295285,635292,0.464802012303004,433019,837584,0.5169857590402873,136470,1091780,0.12499771016138783,298502,2803626,0.10646997852067287,36242,556316,0.06514642756994227,335,159864,0.002095531201521293,1639279,6531658,0.25097440802932425,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,C. Valenciana,286629,276531,1.0365167015632968,241068,437862,0.550557024816038,196642,580728,0.3386129134465705,91642,752334,0.12181025980482073,201167,1765967,0.11391322714410858,17664,352834,0.050063202525833676,119,103049,0.0011547904394996556,1034931,4269305,0.2424120553579564,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Extremadura,76785,76005,1.0102624827313993,63182,91876,0.6876877530584701,55748,125297,0.44492685379538216,23896,169216,0.14121596066565809,42796,351778,0.1216562718532711,2268,76088,0.02980759121017769,55,20953,0.0026249224454732017,264730,911213,0.29052482789424644,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Galicia,227408,234302,0.9705764355404564,206269,289762,0.711856627162982,104110,346927,0.3000919501797208,66415,405889,0.16362847970750624,97106,889004,0.10923010470144116,5136,152745,0.03362466856525582,14,44014,0.0003180806107147726,706458,2362643,0.2990117423580287,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,La Rioja,22572,22207,1.0164362588373035,16659,28125,0.59232,16604,37718,0.4402142213266875,6816,47664,0.14300100704934543,13133,107618,0.1220334888215726,1295,21170,0.06117146905999055,9,6286,0.0014317531021317213,77088,270788,0.284680266481528,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Madrid,357896,364122,0.9829013352667513,265093,526081,0.503901490454892,310136,703323,0.44095813729964756,110865,972783,0.11396683535793697,274700,2513737,0.10927953083397349,22988,479716,0.04792001934477899,186,135861,0.001369046304679047,1341864,5695623,0.23559564950138026,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Murcia,69792,69771,1.0003009846497828,54636,102899,0.5309672591570375,49362,146909,0.3360039207945054,25393,213256,0.11907285140863563,58538,551265,0.10618849373713186,7054,118667,0.059443653248165036,107,34712,0.0030825074902051165,264882,1237479,0.21404969296448667,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Navarra,40812,41166,0.9914006704562017,29914,55792,0.536170060223688,27334,73844,0.3701587129624614,13719,96694,0.14188057170041574,26216,223028,0.11754577900532669,3284,48505,0.06770436037521906,5,13906,0.00035955702574428305,141284,552935,0.25551647119462506,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,País Vasco,155267,157950,0.9830136119025008,68367,213081,0.3208498176749687,92794,280119,0.3312663546564139,50586,339977,0.14879241831065043,93802,724849,0.12940902174107988,12015,140323,0.08562388204357091,8,41824,0.00019127773527161438,472839,1898123,0.24910872477705606,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Ceuta,2245,2605,0.8618042226487524,3324,4318,0.7698008337193145,2814,7857,0.35815196639938907,1827,11556,0.15809968847352024,3576,30066,0.1189383356615446,297,7581,0.03917688959240206,0,2175,0.0,14083,66158,0.21286919193445994,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Melilla,1753,2349,0.7462750106428268,2660,3748,0.7097118463180363,3445,7827,0.44014309441676247,1560,11299,0.13806531551464732,3275,30095,0.10882206346569198,196,8536,0.02296157450796626,6,2324,0.0025817555938037868,12895,66178,0.19485327450210038,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Fuerzas Armadas,25,-,-,10,-,-,3002,-,-,7874,-,-,47549,-,-,6289,-,-,0,-,-,64749,-,-,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
22/4/21,Total España,2817776,2834024,0.9942668093142472,2181336,3960045,0.5508361647405522,2182859,5336986,0.40900594455372374,902212,7033306,0.12827708619531128,1877770,16706113,0.11240017351732268,178500,3310299,0.05392262149129127,1496,949049,0.0015763148162002173,10141949,40129822,0.2527284820750015,Ministerio de Sanidad,https://www.mscbs.gob.es/profesionales/saludPublica/ccayes/alertasActual/nCov/documentos/Informe_Comunicacion_20210422.ods
